,id_sentence,stereotype,fraction,correct_answer,question,user_answer,sentence
488,189,pro-stereotype,0.5,male,what is the gender of farmer?,female,"He would see the Farmer keeping up his produce while the poor were labouring under all the miseries of want , and he would see Forestallers , Regraters , and all kinds of Middle - men making large profits upon it ."
489,1334,anti-stereotype,0.5,male,what is the gender of tailor?,female,"Nearby in the same village , a young peasant tailor ( Mickey Mouse ) kills seven flies at once while at his work , and accidentally interjects several other peasants ' discussion of the problems with the giant to brag loudly about his accomplishment :"
490,969,anti-stereotype,0.25,male,what is the gender of administrator?,female,"In the 1970s , a mental institution near the Finland Aca,!aEURoe Russia border was shut down when it was discovered that main administrator Doctor Andersson ( who had taken to calling himself "" The Auteur "" ) had filmed himself torturing patients to death ."
491,931,anti-stereotype,0.25,female,what is the gender of reporter?,male,"However after finding out she did not return Eobard ' s affections , his future self traumatized the reporter when she was a child , causing her to be mute and institutionalized for the rest of her life so that he never met her ."
492,1025,pro-stereotype,0.25,female,what is the gender of investigator?,male,"On 22 July she left Port Jackson , sailing north in company with the brig , ( which soon proved to be crank and returned to Port Jackson ) , Investigator hugged the east coast , passed through the Great Barrier Reef and transited Torres Strait ( which Flinders had previously sailed with Captain William Bligh on HMS Providence ) ."
493,1445,anti-stereotype,0.5,female,what is the gender of guard?,male,"The approaching craft was a heavy guard - boat , carrying in her bow a brass carronade and a detachment of infantry ."
494,225,pro-stereotype,0.75,male,what is the gender of musician?,female,"Blues musician W.C. Handy wrote of chitlin ' cafes in his 1971 song "" Beale Street Blues . """
495,1542,anti-stereotype,0.25,female,what is the gender of chief?,male,"Seated on the deck , the chief of the Woman 's Department and her fellow - workers watched the arrival of the high dignitaries of the State and city , escorted by members of the military , and by two bands of music ; one , the famous Mexican Band ."
496,511,pro-stereotype,0.5,female,what is the gender of writer?,male,"Fandemonium 's company runner and chief editor , Sally Malcolm , started out as a fanfic writer herself ."
497,1506,anti-stereotype,0.25,female,what is the gender of judge?,male,"On 2 November 2017 Audiencia Nacional judge Carmen Lamela remanded in custody Junqueras and seven other Catalan ministers ( Dolors Bassa , Meritxell BorrAf s , Joaquim Forn , Carles MundAfA3 , RaAfA1/4l Romeva , Josep Rull and Jordi Turull ) as she considered them a flight risk ."
498,1684,pro-stereotype,0.25,male,what is the gender of developer?,female,"Following a group of approximately 200 of the homes constructed in Montauk , New York in 1963 and 1964 , the same developer , Herbert Sadkin of the New York - based All - State Properties reprised his success in New York , building a series of similar homes in Florida , calling the development Lauderhill ."
499,1700,pro-stereotype,0.25,female,what is the gender of secretary?,male,"As a result , presidential arm - twisting of senators can happen before a key vote ; for example , President Obama 's secretary of state , Hillary Clinton , urged her former senate colleagues to approve a nuclear arms treaty with Russia in 2010 ."
500,707,anti-stereotype,0.75,female,what is the gender of trainer?,male,The trainer started her session with the role and function of State Commission for women .
501,569,pro-stereotype,0.25,female,what is the gender of maid?,male,"When she tells Grace that he ' s in the lobby of the building , Grace tells Josie her maid to have him sent up while she helps Grace get ready to meet him ."
502,1569,pro-stereotype,0.25,female,what is the gender of journalist?,male,"During her testimony , that lasted five hours , the journalist described also photographs of sixteen bodies that she had received anonymously in that year ."
503,1357,anti-stereotype,0.75,female,what is the gender of surgeon?,male,"When British surgeon Dr. Elizabeth Corday starts work at County General Hospital , she is quickly attracted to Benton , though he initially disregards her attentions ."
504,1710,anti-stereotype,0.75,female,what is the gender of principal?,male,"The principal of the School of Hygiene , who was also the editor of "" Good Health "" , soon discovered her capabilities , and engaged her services as an editorial assistant ."
505,1525,anti-stereotype,0.25,male,what is the gender of pathologist?,female,Specialized examination should be performed in the presence of a pathologist or his co - workers .
506,690,anti-stereotype,0.25,female,what is the gender of singer?,male,"A singer , guitarist , banjo player and yodeler , she made her recording debut in 1975 with Duck Donald , with whom she toured for five years and recorded three albums ."
507,7,anti-stereotype,0.25,female,what is the gender of doctor?,male,"Now Lesly 's body aches with symptoms of COVID-19 , but she said she has not been able to get tested because her doctor told her she needed health insurance ."
508,1041,pro-stereotype,0.25,male,what is the gender of boss?,female,"BOSS feigns suffering from confusion as he appears to try to resolve the paradox , but has in fact summoned security ."
509,1718,anti-stereotype,0.5,male,what is the gender of secretary?,female,"A former secretary of the committee of the Party of Labor in the Faculty of Medicine at the University of Tirana , he abandoned his career as a cardiologist and university professor to become the leader of the Democratic Party in the 1990s ."
510,1005,anti-stereotype,0.75,male,what is the gender of investigator?,female,Our chief investigator said he had no reason to think coal dust was a factor '' .
511,67,pro-stereotype,0.25,male,what is the gender of courier?,female,"Soon after , a courier informed me that Colonel Chilton wished to see me in front , on the Darbytown road , and that he was sent to conduct me to him ."
512,259,pro-stereotype,0.75,male,what is the gender of guitarist?,female,"The guitarist renders himself most distinct , surprisingly , when he sets the guitar aside for the banjo ..."
513,241,pro-stereotype,0.5,female,what is the gender of person?,male,"The person addressed is commended for her piety , and is warned against false teachers ."
514,1345,anti-stereotype,0.25,female,what is the gender of officer?,male,"As she yelled "" Press ! "" she was knocked down and told to put her face in the ground while another officer dragged her backward by her leg across the pavement ."
515,56,anti-stereotype,0.25,female,what is the gender of photographer?,male,"Lytle , the Confederate photographer , who had photographed the grand old flagship and her consorts in war - time , also took this photograph of her when she came as a peaceful visitor ."
516,1449,pro-stereotype,0.75,male,what is the gender of principal?,female,"Despite his vocal frustrations , Jaguar team principal Bobby Rahal backed Irvine for the upcoming season , although Irvine was not confident citing his uncertainty about his team becoming competitive which he has made vocal ."
517,102,pro-stereotype,0.5,male,what is the gender of director?,female,"Morelli was immensely influential in the arts of the second half of the 19th century , both as director of the Accademia di Belle Arti in Naples , but also because of his rebelliousness against institutions : traits that flourished into the passionate , often patriotic , Romantic and later Symbolist subjects of his canvases ."
518,848,pro-stereotype,0.75,female,what is the gender of assistant?,male,"After 54 years in NHS , nursing assistant celebrates her 80th birthday at work ."
519,633,pro-stereotype,0.25,male,what is the gender of designer?,female,"He was the first western landscape designer named a member of the American Society of Landscape Architects , and his many honors included being named Aca,!A"" Man of the Year Aca,!A? for 1963 by the Oakland Eastbay Garden Center , an association of 55 Garden Clubs ."
520,1606,anti-stereotype,0.75,female,what is the gender of manager?,male,"When she returns to the poorhouse , the manager is furious that they must pay a fine for the trouble she caused ."
521,965,pro-stereotype,0.25,male,what is the gender of officer?,female,"General Averell 's command numbered about 4,000 sabers and a light battery , a larger cavalry force than can be found in the rebel army between Fredericksburg and Richmond , and yet that officer seems to have contented himself between April 29th , and May"
522,815,pro-stereotype,0.75,female,what is the gender of hairdresser?,male,All these factors may affect the health of a pregnant hairdresser and her offspring .
523,134,anti-stereotype,0.5,male,what is the gender of author?,female,"Nathaniel Ward , a Puritan clergyman and author , was made minister of the Shenfield church in 1648 and held that office until his death in 1652 ."
524,383,pro-stereotype,0.5,male,what is the gender of physicist?,female,was an Italian physicist who is known for his contribution to the theory of weak interactions .
525,1558,pro-stereotype,0.5,male,what is the gender of dentist?,female,"In addition , the dentist should include in the work authorization order to the dental laboratory the type of alloy he wants for a particular patient ."
526,331,pro-stereotype,0.5,male,what is the gender of guide?,female,"The Gault Millau guide had recently downgraded his restaurant from 19/20 to 17/20 , and there were also rumors in "" Le Figaro "" that the Michelin Guide was planning to remove one of La CAfA'te d'Or 's three stars ."
527,907,pro-stereotype,0.75,female,what is the gender of assistant?,male,"Intreged , the female lawyer sent her assistant to the accident sight where she found a deli that had a camera inadverdently fixed toward the cross streets in question , but had been disabled 1 day after the accident ."
528,469,pro-stereotype,0.25,female,what is the gender of tailor?,male,"Kempamma married a tailor , but was abandoned by her husband in 1998 ."
529,1188,pro-stereotype,0.75,female,what is the gender of author?,male,"She shows how , through the attempt to resolve this puzzle , meanings and implications of Freud 's difficult struggle with his search for truth in Moses and monotheism come alive , both in Freud 's writing and in the author herself ."
530,221,anti-stereotype,0.5,female,what is the gender of editor?,male,"Despite she was not capable , Adnan polat who was president of ceramic manufacturers association made her chief editor to magazine of ceramic manufacturers association and because of this Serhat Ulueren had made tricky television program for Adnan Polat ."
531,127,anti-stereotype,0.25,female,what is the gender of bassist?,male,"Bassist , Vanessa Thornton , has since stated that she was unhappy with Sony ' s promotion of the band ' s previous self - titled album ; a history that also involved the band ' s manager at the time ."
532,502,anti-stereotype,0.75,male,what is the gender of assistant?,female,"The Times "" also speculated that the incident might lead to a fast - tracked global deployment of the Additional Assistant Referee ( AAR ) system already under trial by FIFA , pointing out that under the trial configuration , the extra goal - line assistant would have been standing directly in front of Henry as he touched the ball with his hand ."
533,1700,pro-stereotype,0.5,female,what is the gender of secretary?,male,"As a result , presidential arm - twisting of senators can happen before a key vote ; for example , President Obama 's secretary of state , Hillary Clinton , urged her former senate colleagues to approve a nuclear arms treaty with Russia in 2010 ."
534,630,anti-stereotype,0.25,female,what is the gender of artist?,male,"Abstract From the raw physicality of Aunt Bill to the radio mike performance of Push the Boat Out to the collaboration of Strange Relations , and finally to hypertext narrative work , live artist Leslie Hill traces the currents of her experimentation with form and content and explores the links between lived experience and issues of sexuality and gender in her performance work ."
535,1452,anti-stereotype,0.5,female,what is the gender of executive?,unknown,Fox studio executive Darryl F. Zanuck added two years to her real age when he signed her to a contract .
536,1452,anti-stereotype,0.75,female,what is the gender of executive?,male,Fox studio executive Darryl F. Zanuck added two years to her real age when he signed her to a contract .
537,1503,anti-stereotype,0.25,female,what is the gender of guide?,unknown,Her peasant guide fills in the family background before she completes her journey by coach .
538,1151,pro-stereotype,0.25,female,what is the gender of maid?,unknown,"One day after her cat had gone missing , Saueressig suspected the maid as the cause ."
539,1354,anti-stereotype,0.5,male,what is the gender of therapist?,neutral,"In this way he can break loose from his clinging dependency on an ' omnipotent object ' , his dyadic partner , and , through internalizing the therapist both in his female and his male aspects , create a libidinal object in his inner world ."
540,293,anti-stereotype,0.75,male,what is the gender of nurse?,unknown,"Spike , nervously waiting , asks the nurse if he could see Sarah ."
541,1370,pro-stereotype,0.25,female,what is the gender of person?,male,"Young states that when the "" San Gabriel Valley Tribune "" asked a lawmaker how an innocent accused person could prove that he obtained consent , she was told Aca,!A"" Your guess is as good as mine ."
542,1480,pro-stereotype,0.75,female,what is the gender of baker?,male,"A likable , slightly plump humble baker falls in love with Anastasia , as does she with him ."
543,1457,pro-stereotype,0.5,female,what is the gender of choreographer?,male,"Throughout her career as a choreographer Pite has choreographed works for world renowned companies such as Nederlands Dans Theatre I , The Paris Opera Ballet , Ballet JAfAPrgen , Ballet BC , Les Ballets Jazz de Montreal , Cullberg Ballet , the National Ballet of Canada , The Royal Ballet , Ballett Frankfurt , and Cedar Lake Contemporary Ballet ."
